"TRIP_ID","LATITUDE","LONGITUDE"
"T1",41.146504,-8.611317
"T2",41.146504,-8.611317
"T3",41.146504,-8.611317
"T4",41.146504,-8.611317
"T5",41.146504,-8.611317
"T6",41.146504,-8.611317
"T7",41.146504,-8.611317
"T8",41.146504,-8.611317
"T9",41.146504,-8.611317
"T10",41.146504,-8.611317
"T11",41.146504,-8.611317
"T12",41.146504,-8.611317
"T13",41.146504,-8.611317
"T14",41.146504,-8.611317
"T15",41.146504,-8.611317
"T16",41.146504,-8.611317
"T17",41.146504,-8.611317
"T18",41.146504,-8.611317
"T19",41.146504,-8.611317
"T20",41.146504,-8.611317
"T21",41.146504,-8.611317
"T22",41.146504,-8.611317
"T23",41.146504,-8.611317
"T24",41.146504,-8.611317
"T25",41.146504,-8.611317
"T26",41.146504,-8.611317
"T27",41.146504,-8.611317
"T28",41.146504,-8.611317
"T29",41.146504,-8.611317
"T30",41.146504,-8.611317
"T31",41.146504,-8.611317
"T32",41.146504,-8.611317
"T33",41.146504,-8.611317
"T34",41.146504,-8.611317
"T35",41.146504,-8.611317
"T36",41.146504,-8.611317
"T37",41.146504,-8.611317
"T38",41.146504,-8.611317
"T39",41.146504,-8.611317
"T40",41.146504,-8.611317
"T41",41.146504,-8.611317
"T42",41.146504,-8.611317
"T43",41.146504,-8.611317
"T44",41.146504,-8.611317
"T45",41.146504,-8.611317
"T46",41.146504,-8.611317
"T47",41.146504,-8.611317
"T48",41.146504,-8.611317
"T49",41.146504,-8.611317
"T50",41.146504,-8.611317
"T51",41.146504,-8.611317
"T52",41.146504,-8.611317
"T53",41.146504,-8.611317
"T54",41.146504,-8.611317
"T55",41.146504,-8.611317
"T56",41.146504,-8.611317
"T57",41.146504,-8.611317
"T58",41.146504,-8.611317
"T59",41.146504,-8.611317
"T60",41.146504,-8.611317
"T61",41.146504,-8.611317
"T62",41.146504,-8.611317
"T63",41.146504,-8.611317
"T64",41.146504,-8.611317
"T65",41.146504,-8.611317
"T66",41.146504,-8.611317
"T67",41.146504,-8.611317
"T68",41.146504,-8.611317
"T69",41.146504,-8.611317
"T70",41.146504,-8.611317
"T71",41.146504,-8.611317
"T72",41.146504,-8.611317
"T73",41.146504,-8.611317
"T74",41.146504,-8.611317
"T75",41.146504,-8.611317
"T76",41.146504,-8.611317
"T77",41.146504,-8.611317
"T78",41.146504,-8.611317
"T79",41.146504,-8.611317
"T80",41.146504,-8.611317
"T81",41.146504,-8.611317
"T82",41.146504,-8.611317
"T83",41.146504,-8.611317
"T84",41.146504,-8.611317
"T85",41.146504,-8.611317
"T86",41.146504,-8.611317
"T87",41.146504,-8.611317
"T88",41.146504,-8.611317
"T90",41.146504,-8.611317
"T91",41.146504,-8.611317
"T92",41.146504,-8.611317
"T93",41.146504,-8.611317
"T94",41.146504,-8.611317
"T95",41.146504,-8.611317
"T96",41.146504,-8.611317
"T98",41.146504,-8.611317
"T99",41.146504,-8.611317
"T100",41.146504,-8.611317
"T101",41.146504,-8.611317
"T102",41.146504,-8.611317
"T103",41.146504,-8.611317
"T104",41.146504,-8.611317
"T107",41.146504,-8.611317
"T109",41.146504,-8.611317
"T110",41.146504,-8.611317
"T111",41.146504,-8.611317
"T112",41.146504,-8.611317
"T113",41.146504,-8.611317
"T114",41.146504,-8.611317
"T115",41.146504,-8.611317
"T116",41.146504,-8.611317
"T117",41.146504,-8.611317
"T118",41.146504,-8.611317
"T119",41.146504,-8.611317
"T120",41.146504,-8.611317
"T121",41.146504,-8.611317
"T122",41.146504,-8.611317
"T123",41.146504,-8.611317
"T124",41.146504,-8.611317
"T125",41.146504,-8.611317
"T126",41.146504,-8.611317
"T127",41.146504,-8.611317
"T128",41.146504,-8.611317
"T129",41.146504,-8.611317
"T130",41.146504,-8.611317
"T131",41.146504,-8.611317
"T132",41.146504,-8.611317
"T133",41.146504,-8.611317
"T134",41.146504,-8.611317
"T135",41.146504,-8.611317
"T136",41.146504,-8.611317
"T137",41.146504,-8.611317
"T138",41.146504,-8.611317
"T139",41.146504,-8.611317
"T140",41.146504,-8.611317
"T141",41.146504,-8.611317
"T142",41.146504,-8.611317
"T143",41.146504,-8.611317
"T144",41.146504,-8.611317
"T145",41.146504,-8.611317
"T146",41.146504,-8.611317
"T147",41.146504,-8.611317
"T148",41.146504,-8.611317
"T149",41.146504,-8.611317
"T151",41.146504,-8.611317
"T152",41.146504,-8.611317
"T153",41.146504,-8.611317
"T154",41.146504,-8.611317
"T155",41.146504,-8.611317
"T156",41.146504,-8.611317
"T157",41.146504,-8.611317
"T158",41.146504,-8.611317
"T159",41.146504,-8.611317
"T160",41.146504,-8.611317
"T161",41.146504,-8.611317
"T162",41.146504,-8.611317
"T163",41.146504,-8.611317
"T164",41.146504,-8.611317
"T166",41.146504,-8.611317
"T167",41.146504,-8.611317
"T168",41.146504,-8.611317
"T169",41.146504,-8.611317
"T170",41.146504,-8.611317
"T171",41.146504,-8.611317
"T172",41.146504,-8.611317
"T173",41.146504,-8.611317
"T174",41.146504,-8.611317
"T175",41.146504,-8.611317
"T176",41.146504,-8.611317
"T177",41.146504,-8.611317
"T178",41.146504,-8.611317
"T179",41.146504,-8.611317
"T180",41.146504,-8.611317
"T181",41.146504,-8.611317
"T182",41.146504,-8.611317
"T183",41.146504,-8.611317
"T184",41.146504,-8.611317
"T185",41.146504,-8.611317
"T186",41.146504,-8.611317
"T187",41.146504,-8.611317
"T188",41.146504,-8.611317
"T189",41.146504,-8.611317
"T190",41.146504,-8.611317
"T191",41.146504,-8.611317
"T192",41.146504,-8.611317
"T193",41.146504,-8.611317
"T194",41.146504,-8.611317
"T195",41.146504,-8.611317
"T196",41.146504,-8.611317
"T197",41.146504,-8.611317
"T198",41.146504,-8.611317
"T199",41.146504,-8.611317
"T200",41.146504,-8.611317
"T201",41.146504,-8.611317
"T202",41.146504,-8.611317
"T203",41.146504,-8.611317
"T204",41.146504,-8.611317
"T205",41.146504,-8.611317
"T206",41.146504,-8.611317
"T207",41.146504,-8.611317
"T208",41.146504,-8.611317
"T209",41.146504,-8.611317
"T210",41.146504,-8.611317
"T211",41.146504,-8.611317
"T212",41.146504,-8.611317
"T213",41.146504,-8.611317
"T214",41.146504,-8.611317
"T215",41.146504,-8.611317
"T216",41.146504,-8.611317
"T217",41.146504,-8.611317
"T218",41.146504,-8.611317
"T219",41.146504,-8.611317
"T220",41.146504,-8.611317
"T221",41.146504,-8.611317
"T222",41.146504,-8.611317
"T223",41.146504,-8.611317
"T224",41.146504,-8.611317
"T225",41.146504,-8.611317
"T226",41.146504,-8.611317
"T227",41.146504,-8.611317
"T228",41.146504,-8.611317
"T229",41.146504,-8.611317
"T230",41.146504,-8.611317
"T231",41.146504,-8.611317
"T232",41.146504,-8.611317
"T233",41.146504,-8.611317
"T234",41.146504,-8.611317
"T235",41.146504,-8.611317
"T236",41.146504,-8.611317
"T237",41.146504,-8.611317
"T238",41.146504,-8.611317
"T239",41.146504,-8.611317
"T240",41.146504,-8.611317
"T241",41.146504,-8.611317
"T242",41.146504,-8.611317
"T243",41.146504,-8.611317
"T244",41.146504,-8.611317
"T245",41.146504,-8.611317
"T246",41.146504,-8.611317
"T247",41.146504,-8.611317
"T248",41.146504,-8.611317
"T249",41.146504,-8.611317
"T250",41.146504,-8.611317
"T251",41.146504,-8.611317
"T252",41.146504,-8.611317
"T253",41.146504,-8.611317
"T254",41.146504,-8.611317
"T255",41.146504,-8.611317
"T256",41.146504,-8.611317
"T257",41.146504,-8.611317
"T258",41.146504,-8.611317
"T259",41.146504,-8.611317
"T260",41.146504,-8.611317
"T261",41.146504,-8.611317
"T262",41.146504,-8.611317
"T263",41.146504,-8.611317
"T264",41.146504,-8.611317
"T265",41.146504,-8.611317
"T266",41.146504,-8.611317
"T267",41.146504,-8.611317
"T268",41.146504,-8.611317
"T269",41.146504,-8.611317
"T270",41.146504,-8.611317
"T271",41.146504,-8.611317
"T272",41.146504,-8.611317
"T273",41.146504,-8.611317
"T274",41.146504,-8.611317
"T275",41.146504,-8.611317
"T276",41.146504,-8.611317
"T277",41.146504,-8.611317
"T278",41.146504,-8.611317
"T279",41.146504,-8.611317
"T280",41.146504,-8.611317
"T281",41.146504,-8.611317
"T282",41.146504,-8.611317
"T283",41.146504,-8.611317
"T284",41.146504,-8.611317
"T285",41.146504,-8.611317
"T286",41.146504,-8.611317
"T287",41.146504,-8.611317
"T288",41.146504,-8.611317
"T289",41.146504,-8.611317
"T290",41.146504,-8.611317
"T291",41.146504,-8.611317
"T292",41.146504,-8.611317
"T293",41.146504,-8.611317
"T294",41.146504,-8.611317
"T295",41.146504,-8.611317
"T296",41.146504,-8.611317
"T297",41.146504,-8.611317
"T298",41.146504,-8.611317
"T299",41.146504,-8.611317
"T300",41.146504,-8.611317
"T301",41.146504,-8.611317
"T302",41.146504,-8.611317
"T303",41.146504,-8.611317
"T304",41.146504,-8.611317
"T305",41.146504,-8.611317
"T306",41.146504,-8.611317
"T307",41.146504,-8.611317
"T308",41.146504,-8.611317
"T309",41.146504,-8.611317
"T310",41.146504,-8.611317
"T311",41.146504,-8.611317
"T312",41.146504,-8.611317
"T313",41.146504,-8.611317
"T314",41.146504,-8.611317
"T315",41.146504,-8.611317
"T316",41.146504,-8.611317
"T317",41.146504,-8.611317
"T318",41.146504,-8.611317
"T319",41.146504,-8.611317
"T320",41.146504,-8.611317
"T321",41.146504,-8.611317
"T322",41.146504,-8.611317
"T323",41.146504,-8.611317
"T324",41.146504,-8.611317
"T325",41.146504,-8.611317
"T326",41.146504,-8.611317
"T327",41.146504,-8.611317
